Want to get an Xbox 360 for $100?,Want-to-get-an-Xbox-360-for-100,"If you do, head on over to <a href=""http://www.amazon.com/gp/redirect.html?ie=UTF8&amp;location=http%3A%2F%2Fwww.amazon.com%2F&amp;tag=chrishammondc-20&amp;linkCode=ur2&amp;camp=1789&amp;creative=9325"">Amazon.com</a><img border=""0"" height=""1"" src=""http://www.assoc-amazon.com/e/ir?t=chrishammondc-20&amp;l=ur2&amp;o=1"" style=""margin:0px;border:medium none;"" width=""1"" />! Wait, can&#39;t find the link to buy them for $100? That&#39;s because you have to vote on one of four deals that Amazon.com will have starting next Thursday at 2pm. Be sure to vote for the Xbox 360 deal on the &quot;vote&quot; section of <a href=""http://www.amazon.com/gp/redirect.html?ie=UTF8&amp;location=http%3A%2F%2Fwww.amazon.com%2F&amp;tag=chrishammondc-20&amp;linkCode=ur2&amp;camp=1789&amp;creative=9325"">Amazon.com</a><img border=""0"" height=""1"" src=""http://www.assoc-amazon.com/e/ir?t=chrishammondc-20&amp;l=ur2&amp;o=1"" style=""margin:0px;border:medium none;"" width=""1"" />",2006-11-17,html
Do you Zune?,Do-you-Zune,"<p>Do you Zune? The Mad Blogger does! And TMB is loving it! 30 gigs of wonderful music and videos. The Zune will be the entertainment choice for The Mad Blogger&#39;s upcoming wedding flights.</p>

<p>TMB has loaded up on a lot of shows not seen yet this year and hopes to get caught up with some of the new series on TV&nbsp;this fall. Now, the key will be picking up the new powerpack coming out on 11/30 so that TMB has enough juice in his Zune for a flight from LA to Miami to Costa Rica on the 3rd!</p>

<p>If you&#39;re looking for some of the latest dirt on the Zune check out the <a href=""http://zuneinsider.com/archive/2006/11/21/zune-reviews-too-harsh-and-a-rumor-squashed.aspx#comments"" target=""_blank"">Zune Insider&#39;s blog</a>.</p>",2006-11-21,html
Who is The Mad Blogger?,Who-is-The-Mad-Blogger,"<p>The Mad Blogger is <a href=""http://chrishammond.com/"" title=""Chris Hammond"" target=""_blank"">Chris Hammond</a>...</p>

<p>Oh no, know the bad people may get TMB!</p>",2006-11-21,html
Newmar Motorhomes having Paint Problems???,Newmar-Motorhomes-having-Paint-Problems,The Mad Blogger is looking into an issue with Newmar motor homes having clear coat paint issues with their paint on the top of the motorhomes.,2006-11-24,html
The Paradisus at Playa Conchal,The-Paradisus-at-Playa-Conchal,"The Mad Blogger just returned from a nice honeymoon at the Paradisus in Playa Conchal in Costa Rice, a full review is forthcoming, but for now, TMB highly recommends the Paradisus, it was a GREAT time!",2006-12-10,html
"St. Louis Nissan Dealer, Bommarito Nissan",St-Louis-Nissan-Dealer-Bommarito-Nissan,"<p>If you&#39;re looking for a good Nissan Dealer in St. Louis Missouri check out Bommarito Nissan! TMB purchased a car from Bommarito Nissan back in 2003 and has always received excellent service from Bommarito everytime TMB visits.</p>

<p>The Mad Blogger highly recommends Todd Eversgard (sp?) for your car salesman, he&#39;s excellent! TMB even went up there today for a quick test drive and Todd remembered TMB almost 4 years later.</p>",2006-12-16,html
The problem with Steak n Shake French Fries,The-problem-with-Steak-n-Shake-French-Fries,"<p>The Mad Blogger loves himself some Steak n Shake. A double steakburger with cheese please, an order of fries, and a vanilla shake (eggnog shake around the Holidays). That&#39;s some good stuff.</p>

<p>The only problem TMB has with Steak n Shake is their Fries. They are too small, so they don&#39;t hold heat for very long!</p>",2006-12-18,html
"Don't use Verizon Wireless, they can't do math!",Dont-use-Verizon-Wireless-they-cant-do-math,"<p>The Mad Blogger is really just speachless here. Take a listen to this over on youtube, it&#39;s amazing!</p>

<p>[YouTube:Gp0HyxQv97Q]</p>

<p><a href=""http://www.youtube.com/watch?v=Gp0HyxQv97Q"">http://www.youtube.com/watch?v=Gp0HyxQv97Q</a></p>

<p>It&#39;s long, 20 minutes, but you won&#39;t be able to stop listening, it really is amazing how dumb people are nowadays.</p>",2006-12-21,html
Where do you get your Ring Tones?,Where-do-you-get-your-Ring-Tones,<p>Just a curiosity question.</p>

<p>Where do you get your Ring Tones? Do you download your ringtones off the web? Do you purchase them via Text Messages? </p>

<p>Do you even use Ringtones?</p>,2006-12-25,html
Police Chase in St. Louis Missouri!,Police-Chase-in-St-Louis-Missouri,<p>[YouTube:yFSTrtWGKLQ]</p>

<p>Recently posted on YouTube!</p>,2006-12-27,html
Great Service from JPCustoms for car stereo needs!,Great-Service-from-JPCustoms-for-car-stereo-needs,"<P>TheMadBlogger loves his Zune. He loves it so much he wants to listen to it when he's driving in his pimped out Chevrolet Tahoe.</P>

<P>TMB purchased the Zune Car Pack from Circuit City a few days ago, it was horrible. The reception wasn't worth a darn, so TMB took the device back to Circuit City, they refunded the money without question. Props from the TMB to Circuit City.</P>

<P>Since that wouldn't work, TMB started looking for other options and found that <A href=""http://www.jpcustoms.com/"">www.JPCustoms.com</A> had just the attachment he needed to hardwire the Zune into the existing stereo of the Chevy Tahoe. That was two days ago, on Wednesday. The Mad Blogger received a package at work today from JP Customs with the product inside. Props to JPCustoms.com for the prompt service! </P>

<P>TMB will do a review after installing the device this weekend and seeing how well it all works.</P>",2006-12-29,html
XBox 360 to get IPTV?,XBox-360-to-get-IPTV,<P>What's this? The XBox 360 may be getting IPTV! CES Is coming up this week. It could be a very interesting year for 2007!</P>

<P>&nbsp;</P>,2007-01-06,html
Charter Communications is staffed by Idiots,Charter-Communications-is-staffed-by-Idiots,"<P>Wednesday The Mad Blogger&nbsp;got Charter setup at the new house, they transfered the 10 meg internet service, and HD cable over. Internet came up, cable came up. With multiple speedtests throughout the day it was found that the speed was not 10 meg service, it was around 4meg with 256k up. TMB called Charter Wednesday evening, and of course got a fricken phone center in Indonesia somewhere who had a fake American name and couldn't hardly speak english. TMB requested a technician come out and fix the issue, they setup an appointment for 1-5pm Saturday.</P>

<P>Today is Saturday, around 4:40pm TMB has had enough waiting and calls Charter. After 15 minutes on hold The Mad Blogger finally decides to call again, this time on the cell phone. The cellphone call gets answered first, by some chick who sounds like she just came across the border, and can't even locate TMB's account in their system. Lucky for TMB someone else picked up the original phone call, this person was female, and by her accent, or lack there of, obviously someone within the borders of the U S of A.</P>

<P>This lady, who was very darn helpful, notices that TMB said he should have 10meg service, but that the service at the new address is setup for 3meg. 5 minutes later all is well in the world of The Mad Blogger. Charter comes through with an american who can help me, and fails yet again with their foriegn phone support who can't do *** right. Thanks for the help Charter, close down your f'ng overseas call centers. </P>

<P>TMB will be switching his TV service elsewhere very shortly.</P>",2007-01-20,html
St. Louis Charter Communication doesn't have CBS in High Def,St-Louis-Charter-Communication-doesnt-have-CBS-in-High-Def,"<P>Yet another reason that Charter Sucks. Here in St. Louis they no longer offer CBS in High Definition. </P>

<P>WTF Charter? TMB got a stupid letter a few weeks back saying that someone was going to start charging for CBS in High def, and Charter didn't think their customers should have to pay for it, so they aren't offering it anymore. Well guess what Charter, The Mad Blogger will gladly pay for CBS and ABC in high def, but you don't offer it. Guess what, Directv and Dish offer it, so I guess TMB will be going to one of them shortly. The fricken superbowl is on CBS this year, and Charter customers can't get it in HD, good move.</P>",2007-01-21,html
Charter Communications Still Sucks,Charter-Communications-Still-Sucks,"<P>Reason #535,319</P>

<P>Charter, here's why you still suck! TMB spent 1.5 hours on the phone with Charter last night trying to get his 10mb internet service, after multiple speed tests The Mad Blogger was only getting 3mb service, which means 256k upload. After 1.5 hours on hold the Charter Tech suggested reseting the Cable modem. TMB said alright, and hoped that would fix the issue. No such luck last night, but TMB was not about to wait on hold anymore. Tonight TMB tries to reset the modem again, leaving it unplugged for 2-3 minutes. </P>

<P>When it's all plugged back in we're still in the same place, 3mb service. After another 20 minutes on hold the Technician picks up and tells The Mad Blogger that if you've already tried reseting it he won't be able to help. TMB asks him to reprovision the modem, and sure enough, TMB runs a speed test and boom, we're at 10mb again.</P>

<P>Charter, The Mad Blogger will be sending you a bill for my time spent assisting your technicians with fixing the problem with your equipment.</P>",2007-01-26,html
"Adult Swim, could you market any better?",Adult-Swim-could-you-market-any-better,"<P>All this ranting about adult swim in the news industry, TMB actually thinks it was a great marketing idea. Even if turning broadcasting has to pay fines in Boston for the chaos that insued, they probably couldn't have spent better money on any other marketing campaign.</P>

<P>News coverage EVERYWHERE. Good call ATHF </P>",2007-02-01,html
"On Ebay, don't sell to valorxnemo",On-Ebay-dont-sell-to-valorxnemo,"<P>Read more about this user called <A class="""" title=valorxnemo href=""http://themadblogger.org/blogs/themadblogger/archive/2006/09/23/Don_2700_t-hire-Hsing_2D00_Yao-Fang-aka-Nemofang.aspx"">valorxnemo on one of&nbsp;The Mad Blogger's&nbsp;previous blog posts</A>! He's a fraud, don't sell him anything, else he may not pay you.</P>

<P>&nbsp;</P>",2007-02-01,html
Post 1 about the Superbowl Ads sucking in 2007,Post-1-about-the-Superbowl-Ads-sucking-in-2007,"<P>First off, TMB will be back later with a long blog post about how the super bowl ads sucked this year, but for now, <A class="""" title=""Idiot at Fox Sports"" href=""http://msn.foxsports.com/nfl/story/6442496"" target=_blank>who&nbsp;are these&nbsp;idiots</A>? Todd Behrendt, Dave Doyle, Zack Faigen and Steve Miller, Foxsports never shoulda ditched the work they got from The Sporting News. Here's what they had to say that really irked The Mad Blogger</P>

<P>""An adorable white doggie is having a real bad day ... first he gets shooed away from the butcher shop, then gets scared out of an alley by an angry pit bull-looking mutt, then longingly watches a dalmation in a parade. The he gets splashes with mud, looks like a dalmation, and life suddenly gets better. Cute, funny, well-done. How that's supposed to make you want a beer, I'm not sure, but it was definitely clever. ""</P>

<P>How many people don't know wtf a Rottweiler looks like? Pitbull? TMB thinks not.</P>",2007-02-04,html
"Nathan Magilow is an Idiot, and UPS Still f'ng Sucks",Nathan-Magilow-is-an-Idiot-and-UPS-Still-fng-Sucks,"<P><A class="""" href=""http://chuck.goolsbee.org/archives/278"" target=_blank>Nathan Magilow is an idiot, and his employer UPS still sucks</A> the royal big one. The Mad Blogger sympathizes with <A class="""" href=""http://chuck.goolsbee.org/archives/278"" target=_blank>Ole Chuck over there in the state of Washington</A>. </P>

<P>TMB highly recommends using Fedex, as UPS sucks. Here are some <A class="""" href=""http://themadblogger.org/blogs/themadblogger/archive/2006/09/19/Another-Reason-why-UPS-Sucks_2100_.aspx"">past threads</A> from TMB about <A class="""" href=""http://themadblogger.org/blogs/themadblogger/archive/2006/09/05/UPS-Insurance-Sucks.aspx"">UPS Sucking</A></P>",2007-02-12,html
Daytona 500 Commercials,Daytona-500-Commercials,"Watching the Daytona 500 today, do they really have to show the Chevrolet Presidents Day sale commercial EVERY commercial break? The Mad Blogger liked the commercial the first time it was on this weekend, but after the 100th viewing TMB is getting a little sick of the ad.",2007-02-18,html
Sears.com here's a tip,Searscom-heres-a-tip,"<P>TMB hasn't made a post in quite a while but here's a post to make up for the delays...</P>

<P>What's the deal with Sears.com. The Mad Blogger was looking around for something he purchased this evening at Sears.com, with the intentions of linking to it, but with Sears.com you can't copy and paste the URL of your browser into an email, IM window, or even a blog post, the darn URLs have session cookies in them. </P>

<P>Sears.com, what were you thinking?</P>

<P>Here's an example</P>

<P><A href=""http://www.sears.com/sr/javasr/product.do?BV_UseBVCookie=Yes&amp;pid=00959746000&amp;cat=Storage,+Chests+%26+Cabinets&amp;subcat=Garage+Organization&amp;vertical=TOOL&amp;ihtoken=1"">http://www.sears.com/sr/javasr/product.do?BV_UseBVCookie=Yes&amp;pid=00959746000&amp;cat=Storage,+Chests+%26+Cabinets&amp;subcat=Garage+Organization&amp;vertical=TOOL&amp;ihtoken=1</A></P>

<P>Edit: Here's the best part. TMB sent himself a ""send to a friend"" email via Sears.com, and guess what. The link included in that email didn't work either! Sears.com, please fix your site for your customers!</P>",2007-04-03,html
The National Anthem before the Game? Not at Fenway,The-National-Anthem-before-the-Game-Not-at-Fenway,"<P>The Mad Blogger was at Fenway today for the Opening Home Game of the 2007 Boston Red Sox Season, but TMB noticed something wasn't right.</P>

<P>The Red Sox had Harry Connick Jr. there to sing ""America"" before the game, they even had a flyover with some National Guard F-15s, but after the flyover they just went on with Opening Ceremonies. They didn't have anyone sing the National Anthem?</P>

<P>Hello, Red Sox, Major League Baseball? Anyone listening? Who's idea was it to leave out the National Anthem? Every game TMB has ever gone to has had the National Anthem sung prior to the game, why was today different? This is a huge disgrace and disservice for the Men and Women who have and continue to fight for the freedom that allows us to bask in a day like opening day at Fenway Park.</P>

<P>I hope that the Red Sox organization takes action and sees that the National Anthem is performed at all of the rest of the games held under MLB rules for the rest of 2007, and the rest of time, as it should be. </P>",2007-04-10,html
Seung-Hui Cho is the Virginia Tech Massacre suspect,Seung-Hui-Cho-is-the-Virginia-Tech-Massacre-suspect,"<P>Just announced at a press conference the suspect has been identified as Seung-Hui Cho</P>

<P>A senior English Major, he had a .22 Caliber handgun and a 9mm hand gun. More as it's available.</P>

<P>The Wikipedia Articles are now stating the suspect's name is <STRONG>Seung-Hui Cho</STRONG></P>

<P><A href=""http://en.wikipedia.org/wiki/2007_Virginia_Tech_shooting#Suspect"">http://en.wikipedia.org/wiki/2007_Virginia_Tech_shooting#Suspect</A></P>

<P>Cho Seung-hui</P>",2007-04-17,html
Cho Sueng-Hui Plays Cho Seung-Hui,Cho-Sueng-Hui-Plays-Cho-Seung-Hui,"<P>Here is a blog post from a classmate of Cho Seung-Hui, and links to two plays he wrote last fall in a class at VT.</P>

<P><A href=""http://newsbloggers.aol.com/2007/04/17/cho-seung-huis-plays/"">http://newsbloggers.aol.com/2007/04/17/cho-seung-huis-plays/</A></P>

<P>&nbsp;</P>

<P>Cho Sueng-Hui Plays</P>",2007-04-17,html
Intuit's TurboTax has problems E-Filing on Tax day!!,Intuits-TurboTax-has-problems-E-Filing-on-Tax-day,"<P><A class="""" href=""http://fakerake.com/2007/192/e-file-not-very-helpful/"" target=_blank>&nbsp;Excerpts of this were pulled from a TMB comment on this blog.</A></P>

<P>&nbsp;The Mad Blogger, being the slacker that he is, tried to file his tax return at the very last minute this evening, only to be greated by an unfriendly message from TurboTax</P>

<P>""The Intuit Electronic Filing Center is experiencing unusually heavy demand and is unable to accept returns at this time. It's not necessary to contact Customer Service or Technical Support. Instead, please try to file your return again later. The best time to file electronically is usually between 4:00 a.m. and 4:00 p.m. Pacific time. We apologize for the inconvenience.""</P>

<P>Not necessary to contact customer service? What kind of a message is that, TMB MUST call now. </P>

<P>Well it looks like TMB got a bit lucky and his Tax Returns were finally filed (so far in pending status).</P>

<P>Now we'll wait and see what shows up. Hopefully tomorrow&nbsp;TMB will&nbsp;be able to see them submitted. Suprisingly&nbsp;TMB did get through to customer service this evening with an 888 number.&nbsp;The Mad Blogger&nbsp;was on hold for less than 2 minutes,&nbsp;boy TMB sure wishes Charter Communications Customer Service was that prompt.</P>

<P>When the guy picked up my return actually went through, so&nbsp;TMB asked him what the deal was. He went into a lecture on how the IRS was having server problems this morning, and that backed intuit up, this afternoon it got better, and then this evening it got worse again. After the IRS had problems, then every tax service, Jackson Hewitt (he mentioned them directly) and anyone else doing e-filing, so that'll slow things down. After that he brought up that the IRS usually has a major computer problem once a year, but it's usually in January or February, not tax day'</P>

<P>5 minutes later&nbsp;The Mad&nbsp;Blogger&nbsp;finally got him to stop talking and&nbsp;told him&nbsp;that&nbsp;TMB's return&nbsp;went through.</P>

<P>Based on Intuit's customer service response on the phone tonight (at midnight CST) TMB will be&nbsp;using Turbo Tax again next year,&nbsp;TMB just won't wait till the last minute to submit!</P>",2007-04-18,html
"Still: Charter Sucks, and they are only getting worse",Still:-Charter-Sucks-and-they-are-only-getting-worse,"<P>The Mad Blogger just called Charter Cable yet again, and Charter Sucks! Here in St. Louis Charter hasn't carried ABC in HD since before TMB started using Charter. Well two weeks ago they started carrying ABC in HD. Yet, TMB hasn't recieved it at all, and actually hasn't received TNTHD which Charter has been airing for 4 months. </P>

<P>TMB called charter today to figure out why both of these channels don't work and the stupid f'n Charter Customer Service rep said ""we're having problem with the HD providers"" and can't do anything about it. When The Mad Blogger asked if he could get a credit for the service not working, she asked ""on one channel?"". That's when TMB lost it. The Mad Blogger has never used foul language towards a customer service rep before, but today TMB went nuts and told her that their ""Service f'n sucks"" and then promptly hung up.</P>

<P>The Mad Blogger will be getting Directv scheduled to come out and install over the next week or two. Charter Sucks, Charter customer service sucks, TMB highly recommends NOT using Charter for cable TV service.</P>",2007-04-29,html
"Who is better, Directv or Dish?",Who-is-better-Directv-or-Dish,"<P>So The Mad Blogger needs to know, who is better, DirecTV or Dish Network?</P>",2007-04-29,html
"Drinking and driving, lets sue!",Drinking-and-driving-lets-sue,"<P><A href=""http://www.stltoday.com/stltoday/news/stories.nsf/stlouiscitycounty/story/B30B1CD42616DCDC862572E5005F04FC?OpenDocument"">http://www.stltoday.com/stltoday/news/stories.nsf/stlouiscitycounty/story/B30B1CD42616DCDC862572E5005F04FC?OpenDocument</A></P>

<P>Shame on the Hancock family if they actually do go through with this rediculous law suit. Their son was drinking and driving, and killed himself. It's his fault, not anyone else's. The Mad Blogger is sorry for your loss but this isn't anyone's fault but Josh Hancock's.</P>",2007-05-24,html
"Bo Beuckman Ford Sucks, Actually FORD Sucks too",Bo-Beuckman-Ford-Sucks-Actually-FORD-Sucks-too,"<P>So The Mad Blogger is not a big Ford fan. Actually TMB has NEVER been a Ford fan, but TMB's wife owns a 2004 Ford F350, 6.0 liter Diesel. This truck is the biggest POS ever made. </P>

<P>It has been to the dealer, Bo Beuckman Ford probably 6-8 times in the past 24 months, the check engine light comes on constantly and they ""repair it"" yet it keeps happening, over and over and over again.</P>

<P>TMB is about ready to take this POS ford and go to a Chevy Dealership and buy a real truck. </P>

<P>Ford Sucks</P>

<P>Bo Beuckman Ford Sucks, don't go there. The service department is incompetent.</P>",2007-06-12,html
"Don't go to Glendale Chrysler in St. louis, MO",Dont-go-to-Glendale-Chrysler-in-St-louis-MO,"<P>A good friend&nbsp;told&nbsp;TheMadBlogger that he had the worst experience you could imagine with Glendale Chrysler, actually you wouldn't believe the story if TMB typed it here! </P>

<P>TMB would highly recommend going to another St. Louis Chrysler Dealership instead of going to Glendale.</P>

<P>Glendale Chrysler Sucks! Shop elsewhere!</P>",2007-07-23,html
Southwest Industrial Gases Inc Explosions in Dallas,Southwest-Industrial-Gases-Inc-Explosions-in-Dallas,"Just like a few years ago it here in St. Louis with Praxair, it looks like there has been another accident with a gas/fuel supplier. From news reports it looks like Southwest Industrial Gases Inc in Dallas Texas is having troubles today with exploding tanks! Look out in Dallas! TMB hopes everyone keeps safe down there.",2007-07-25,html
"Breaking News, SpaceshipTwo from Scaled Composites  blew up",Breaking-News-SpaceshipTwo-from-Scaled-Composites--blew-up,<P>TMB is getting word from our associates out in neverneverland that SpaceshipTwo (2) from Scaled Composites was undergoing ground tests and has blown up. There are people injured and emergency vehicles everywhere.</P>

<P>More details to follow! For now our thoughts and prayers are with the injured and their families.</P>

<P>Update: The latest word is a rocket being tested for SpaceShipTwo underwent catastrophic failure with&nbsp;3 people currently losing their lives. More news as it comes.&nbsp;</P>

<P>&nbsp;</P>

<P>Tags: SpaceShipTwo SpaceShip Two Scaled Composites</P>,2007-07-26,html
"Chicago Toll Roads, what's the deal?",Chicago-Toll-Roads-whats-the-deal,"What's the deal with all the tollroads in Chicago?&nbsp;Really, why does TMB&nbsp;have to pay to drive on the highways, and then again to get off? Implement a damn property tax Illinois and quit charging people to drive on your roads!",2007-08-08,html
Opera star Luciano Pavarotti dies,Opera-star-Luciano-Pavarotti-dies,"<P class=MsoNormal style=""MARGIN:0in 0in 0pt;""><SPAN style=""FONT-FAMILY:'Calibri','sans-serif';mso-fareast-font-family:'Times New Roman';""><o:p><FONT size=3>&nbsp;</FONT></o:p></SPAN></P>

<P><SPAN style=""FONT-FAMILY:'Calibri','sans-serif';""><A href=""http://www.msnbc.msn.com/id/20607839/""></A></SPAN><FONT size=3></FONT><SPAN style=""FONT-FAMILY:'Calibri','sans-serif';mso-no-proof:yes;""><A href=""http://www.msnbc.msn.com/id/20607839/""></A></SPAN><SPAN style=""FONT-FAMILY:'Calibri','sans-serif';""><FONT size=3>His manager, Terri Robson, told the AP in an e-mail statement that Pavarotti died at his home in Modena, Italy, at 5 a.m. local time.<o:p></o:p></FONT></SPAN></P>",2007-09-06,html
Warming up the keyboard,Warming-up-the-keyboard,"<P>TheMadBlogger might be warming up his keyboard once again, if so, the topic might be another dealership rant, just like the rant that started TheMadBlogger.org, <A class="""" href=""http://themadblogger.org/blogs/themadblogger/archive/2006/08/25/Why-not-to-buy-from-Southtown-Dodge_2C00_-AKA-Southtown-Dodge-Sucks.aspx"">TMB's dealings with SouthTown Dodge.</A></P>",2007-10-04,html
Fire Francis Slay,Fire-Francis-Slay,"<P>The Mad Blogger thinks that all the folks in St. Louis City who are ranting and raving about Firing Francis Slay have way too much time on their hands. They should have plenty of time to maybe clean up their neighborhoods, or perhaps raise their children to be fine upstanding young citizens, rather than hoods like the kids who recently escaped from the juvenile facility in St. Louis.</P>

<P>On Fox2 news tonight there was some coverage on the protests downtown, they had a quick shot of a paper with a domain name on it. Funny thing is, the domain name doesn't even work!</P>",2007-10-22,html
Front License Plate laws in Missouri,Front-License-Plate-laws-in-Missouri,"<P>TMB was hounded by a local police officer this morning here in Missouri. Why might you ask? Because TMB's new ride has only one license plate, in the rear. The officer was so excited he ran out of 7-11 and ran to check if the car had both plates. When he saw that it didn't he had TMB roll down the window and gave him a quick lecture on how he should have a front and rear plate, as that is the state law.</P>

<P>The Mad Blogger actually has much respect for Police officers, most of the time.</P>",2007-10-31,html
Kanye West Killed Evil Knievel,Kanye-West-Killed-Evil-Knievel,"<P>Coincidence that Evil Knievel (Evil Kenievel) just settled a lawsuit with Kanye West? And now he's died? TMB thinks not! Did Kanye West kill Evil Knievel (Evil Kenievel)? </P>

<P><A href=""http://www.cnn.com/2007/SHOWBIZ/TV/11/30/obit.knievel/index.html"">http://www.cnn.com/2007/SHOWBIZ/TV/11/30/obit.knievel/index.html</A></P>

<P>&nbsp;</P>",2007-11-30,html
Al Sharpton Sucks,Al-Sharpton-Sucks,"Sorry Al, but TMB thinks you are simply a press hog always looking to jump into the spotlight over the most trivial things. Such as Kelly Tilghman's stupid comment about ""lynching"" Tiger Woods. She didn't mean it in a racist way, get over yourself. This country is far too sensative to simple words. <A class="""" href=""http://msn.foxsports.com/golf/story/7655864?MSNHPHCP&amp;GT1=10838"">Checkout this article to see why The Mad Blogger thinks Al Sharpton sucks</A>.",2008-01-10,html
"Rumor is that Mini USA doesn't Suck, and neither does Baron Mini in Kansas City",Rumor-is-that-Mini-USA-doesnt-Suck-and-neither-does-Baron-Mini-in-Kansas-City,"<P>It appears that Mini USA and Baron Mini have figured out the problems and corrected the issue The Mad Blogger discusses below. Mini is rumored to be doing a full review of how warranty might get cancelled and correcting the problems.</P>

<P><STRIKE>So there are some rumors going around on the internet that Mini USA is voiding warranties of owners who autocross their vehicles. Don't buy a Mini Cooper! Buy a totally different car, from a totally different company because there is a massive chance that&nbsp;Mini USA Sucks! If they are willing to advertise by distributing ""cones"" in magazines, and then go ahead and cancel warranties of those who race and help promote the brand they should be highly ashamed of themselves.&nbsp; </STRIKE><A class="""" href=""http://sccaforums.com/forums/1/280419/ShowThread.aspx#280419"" target=_blank><STRIKE>Read more about it on SCCAForums.com</STRIKE></A></P>

<P><STRIKE>I feel for the original poster, don't shop at Baron or purchase a Mini Cooper anywhere if you want good service!</STRIKE></P>",2008-01-15,html
Glendale Chrysler Sucks,Glendale-Chrysler-Sucks,"<P>Goodcars.com, right. Glendale Chrysler should register the domain name <A href=""http://www.buyacarfromusandloseyouridentity.com/"">www.BuyACarFromUsAndLoseYourIdentity.com</A> </P>

<P>From what TMB hears Glendale Chrysler in Missouri hires sales guys that have criminal backgrounds, and then when a sale guy steals the identity of a customer they don't bother to do anything about it! The Mad Blogger knows a customer who had this happen to them! </P>

<P><A class="""" href=""http://themadblogger.org/blogs/themadblogger/archive/2007/07/23/Don_2700_t-go-to-Glendale-Chrysler-in-St.-louis_2C00_-MO.aspx"">Don't purchase a car from Glendale Chrysler, Glendale Chrysler Sucks!</A></P>",2008-02-10,html
Charter? You're saving TMB Money?,Charter-Youre-saving-TMB-Money,"<P>The Mad Blogger really doesn't know what to say. Late last week TMB was at home, mid afternoon the phone rings. It's <A class="""" href=""http://themadblogger.org/tags/Charter+Sucks/default.aspx"">Charter</A>, great, calling to sell TMB on some services he doesn't need, for prices he doesn't want to pay.</P>

<P>At least that was the thought, what really happened was a bit different though. <A class="""" href=""http://themadblogger.org/tags/Charter+Sucks/default.aspx"">Charter</A> actually called to offer a discount on their 10mb high speed internet service, TMB could save $5/month by signing up for basic cable. 5 whole dollars a month, wow! TMB didn't take the bait, instead he asked if there were any better deals, to which he was immediately shot down, but then she came back and said, let me check. A few moments later the Charter rep offered to cut the bill by $25/month, all for simplying letting <A class="""" href=""http://themadblogger.org/tags/Charter+Sucks/default.aspx"">Charter</A> turn on basic cable.</P>

<P>SOLD! Now, The Mad Blogger will wait and see what happens this coming Saturday when <A class="""" href=""http://themadblogger.org/tags/Charter+Sucks/default.aspx"">Charter</A> shows up and is told to hook up a nonexistant TV in the basement. TMB has no need for basic cable, except to get that $25 discount, as TMB has Dish Network and loves the service and hardware.</P>",2008-04-28,html
Karl Rich Painting,Karl-Rich-Painting,"<P>Be careful who you hire to do your painting in St. Louis. Karl Rich painting got a nice layer of overspray on The Mad Blogger's car.</P>

<P>Supposedly they have sent a check to TMB to make up for this, we will see, right now TMB is just ticked because it's been 3 hours and only the top and front of the car is clay barred, not the sides or rear...</P>",2008-06-14,html
Anheuser-Busch sells out to InBev,Anheuser-Busch-sells-out-to-InBev,"<P>The Mad Blogger really doesn't think this is a bad deal for business, InBev made a high offer, the boards both agreed, and now AB is part of InBev.</P>

<P>The ""bad"" part of this will be the potential impact it has on the various communities that Anheuser-Busch is a part of. Right now AB pushes out a lot of goodwill/donations to organizations all over the US, and probably the world. Will InBev do the same? That remains to be seen.</P>",2008-07-14,html
"Charter, you really do rock! ",Charter-you-really-do-rock,"<P>So The Mad Blogger has had issues with Charter in the past, but the past two dealings have been GREAT!!!!</P>

<P><A class="""" href=""http://themadblogger.org/blogs/themadblogger/archive/2008/04/28/Charter_3F00_-You_2700_re-saving-TMB-Money_3F00_.aspx"">A few months ago they called to offer basic cable along with their 10mb service</A>, for a cheaper rate than TMB was paying for 10mb service alone, they scheduled an appointment to install the basic cable, but TMB cancelled the appt and never made another one.</P>

<P>Tonight TMB called Charter to see if the 16mb service was available, sure enough it was, and 4 minutes after placing the call the modem rebooted and The Mad Blogger was happily off the phone! </P>

<P>Charter, you rock!</P>",2008-07-15,html
What happened to the Tropical Smoothie Cafe in Des Peres?,What-happened-to-the-Tropical-Smoothie-Cafe-in-Des-Peres,"<P>The Mad Blogger wants to know: What happened to the Tropical Smoothie Cafe in Des Peres Missouri?</P>

<P>Did it close? Is Terry on vacation? The doors are locked and no one is home, TMB needs a smoothie!</P>",2008-08-12,html
Bigfoot Hoax!,Bigfoot-Hoax,"<P>Wow, this press conference they just held in California was such a crock. These two hoosiers from Georgia have turned on their spotlight for their 15 minutes of fame, I can't believe that this is getting any press. Right now they have nothing to prove a damn thing, all they have done is gotten so much traffic they've brought their website down.</P>

<P>BigfootTracker.com, right Cracksmokers.com is more like it.</P>",2008-08-15,html
When did baseball become so violent?,When-did-baseball-become-so-violent,When did it become okay to attack a catcher standing at homeplate?,2008-08-19,html
Isuzu Performance,Isuzu-Performance,"<P>The Mad Blogger doesn't believe that the words Isuzu Performance should be placed together. There is no performance in the world of Isuzus, seriously, the people who try are simply freaks, TMB has proof.&nbsp;</P>

<P>TMB here by declares that the words Isuzu and Performance shall never be used side by side again by anyone. If you have an issue with this please take it up with your local crack whore chapter.</P>

<P>&nbsp;</P>",2008-08-19,html
